PID,Sale_Price
910251050,77842.9
902204080,102173.1
535478110,111858.3
908152270,148414.4
903458060,135523.9
907285100,226745.0
535377090,139426.1
527354200,173883.1
911128020,129310.9
533242030,205089.6
907135080,157553.9
902104020,149524.2
907414070,179270.8
528228450,196100.3
905425125,269974.9
534225110,139374.3
903427090,157920.0
902109080,116430.9
531452020,129503.2
534451020,64461.7
531375120,158645.5
531451280,221070.4
907192030,185359.7
526350040,124059.4
534202030,137805.3
528172150,262720.4
908275240,112405.2
908151040,159122.2
528458130,320213.6
532378200,133992.5
535303030,187268.0
533208040,205644.8
905201110,184889.5
527126030,274748.2
907412080,185403.7
528142010,281785.8
916403020,199569.1
528120060,436173.3
904351280,126481.8
533244030,229446.0
924100070,164026.1
906392100,238050.4
905200350,149001.1
535125010,225446.3
907180120,211356.8
534251320,178578.4
527252050,281172.7
905451330,149030.8
527356020,291833.2
909131170,142261.4
528218030,180444.1
903454060,54965.4
907252020,228955.9
923202060,132927.7
528435040,324551.3
905201080,162342.4
905300080,134245.1
905229040,153163.7
907254050,206681.6
903426160,151840.3
923228290,75582.8
535402070,129324.0
909101080,96818.7
535175030,151560.0
531475220,136959.6
903454010,136658.7
528228360,220386.6
534427010,137300.7
905476225,136403.9
907202050,145878.0
903227090,130714.9
907290230,141659.5
531375070,142191.4
534427140,149323.7
531452100,155833.4
528186100,334231.2
914476050,141097.6
535382130,165835.7
906226080,154039.4
902207120,110498.5
531376050,175851.7
907295100,242467.2
903476090,118085.4
531375060,146297.1
535453150,143192.5
528106050,459499.6
535454060,93003.3
528106070,283923.3
923229010,151219.5
908102050,118810.3
535425040,203996.6
533221030,180941.6
528427020,227114.8
535352080,125130.6
907203060,122454.2
903201080,151328.3
908188130,132673.0
907420080,184367.1
908186070,142508.9
531382090,180946.7
527353080,166140.3
533350050,291152.4
528218130,205222.6
534403100,155445.7
905402070,118123.3
533253050,156189.0
907230240,158112.4
527403040,141360.1
909252110,174050.6
907290090,210373.0
923202025,203113.3
534403360,166635.7
527454120,135906.1
907250020,236927.7
907414060,189179.7
909250200,145871.4
923251160,108934.7
527182190,221021.0
528363130,317776.5
535452140,113923.8
527216050,450999.4
904100140,219149.9
916125360,189557.5
528250010,172578.1
534276070,137070.1
527357110,133324.1
528441090,436309.4
531380080,207031.7
904101170,141428.4
527404150,115323.7
903231220,116381.2
527161010,180847.9
528385050,261470.6
907181090,206873.4
532376160,116945.5
903236130,182888.2
534425310,155780.8
905450020,141922.7
535450210,140250.6
533206070,225646.3
533223110,151580.8
903232090,142393.2
902427040,111869.1
534151090,202537.9
527359030,160311.8
906225180,229439.6
527107010,188746.3
905200220,114232.5
906340130,329725.4
903233050,121976.7
907253060,229469.4
532378220,127572.5
909428170,228557.1
907275030,245551.9
905452140,133026.6
905378040,155126.5
905200260,156957.4
528186030,273171.1
533242080,176771.1
907412070,207020.1
535300120,179208.1
528240020,188724.5
908127120,107654.1
902106120,92676.6
907270040,229130.0
528275160,259241.2
907420110,173128.4
902111010,110835.6
528240080,226676.0
535401140,146390.4
528228290,214442.5
527454130,143530.6
527455080,140061.6
528427040,208262.5
916460070,190482.1
908275220,122108.2
533352150,153964.8
528458180,216213.9
902305080,157435.3
907200250,149869.8
907135180,120591.1
907200110,124151.2
903454020,64938.3
905108090,162488.5
907202010,162915.5
907262050,229371.2
911370490,252217.8
527365030,238010.0
527110080,183819.7
534431030,134976.5
531452010,127669.6
528439010,233548.5
527212050,310303.3
904100100,209045.3
914467040,234437.3
923276250,140361.8
535457040,123714.0
527356060,166640.6
535378020,105869.0
531451030,193846.9
907275090,223126.8
907192040,224076.8
528458150,333581.3
535301170,139072.5
535402330,174470.1
534403040,175613.2
535383070,93311.9
909254050,175004.2
908102160,133863.6
528106040,384851.2
535456100,119860.5
528110100,400307.8
906202040,171961.9
905226050,153859.4
923225300,90953.7
907285020,223558.5
906223040,222739.2
535327210,152114.7
528228405,232955.0
528480130,215281.2
902329090,133985.6
527404030,144248.2
908225310,111695.8
534450090,57567.8
923228180,77223.2
907176010,215259.8
535180120,133385.5
527454050,146042.7
903456090,78919.1
908226120,107230.9
903204010,131381.4
528429070,282787.0
902103120,130658.3
528142040,339645.2
527355280,186287.8
528118050,482466.2
535376090,129819.5
534275010,132769.2
535150300,213324.9
528221100,168124.0
531375050,147861.0
903235020,86577.2
909279040,113915.7
903400040,181993.6
527355150,320903.6
905202190,234047.3
916226030,214986.4
533213120,176129.0
911204090,91641.9
903475040,129813.8
528138030,369615.0
527378140,169615.2
527302185,251882.7
528174070,203124.0
903229040,117392.7
528186010,315057.7
907265100,208822.7
916382120,304473.4
531451290,208659.9
528168040,292809.5
902202090,155539.8
