PID,Sale_Price
906380170,191977.2
902204080,86996.5
535478110,117501.5
908152270,147531.0
903458060,121344.4
907285100,237206.3
535377090,125248.8
527354200,190161.9
911128020,101081.5
533242030,225714.9
907135080,162245.7
902104020,140504.8
907414070,180283.3
528228450,189211.8
905425125,276029.2
534225110,149757.8
903427090,152286.7
902109080,116173.4
531452020,125030.8
534451020,79334.2
531375120,164547.5
531451280,205798.9
907192030,185687.2
526350040,118235.7
534202030,144858.1
528172150,287176.4
908275240,108667.9
908151040,146581.0
528458130,332544.2
532378200,133025.5
535303030,179209.2
533208040,198673.9
905201110,167292.3
527126030,255069.4
907412080,186240.0
528142010,311661.3
916403020,186346.7
528120060,386599.7
904351280,123939.5
533244030,243080.6
924100070,171751.9
906392100,238865.5
905200350,157295.8
535125010,266720.0
907180120,213174.1
534251320,155428.4
527252050,315240.9
905451330,177202.6
527356020,321265.3
909131170,138384.1
528218030,185158.4
903454060,76067.7
907252020,245991.2
923202060,145758.0
528435040,327134.5
905201080,158580.1
905300080,138879.0
905229040,155137.7
907254050,199652.4
903426160,162848.4
923228290,83783.8
535402070,142076.4
909101080,90293.1
535175030,164563.1
531475220,154323.8
903454010,129019.7
528228360,201731.9
534427010,154334.3
905476225,127916.1
907202050,158194.3
903227090,122273.6
907290230,146069.0
531375070,142699.0
534427140,151808.9
531452100,160808.2
528186100,323374.9
914476050,142362.9
535382130,152211.8
906226080,131348.5
902207120,91651.2
531376050,179104.0
907295100,207922.5
903476090,112670.3
531375060,146050.6
535453150,144487.1
528106050,502368.2
535454060,83269.8
528106070,328975.2
923229010,158256.5
908102050,108802.5
535425040,197124.5
533221030,176139.2
528427020,231574.1
535352080,110695.3
907203060,123895.9
903201080,171854.4
908188130,144019.5
907420080,189666.6
908186070,146414.9
531382090,178042.3
527353080,176319.6
533350050,427527.3
528218130,217668.8
534403100,159418.7
905402070,114442.1
533253050,166749.6
907230240,139916.3
527403040,156313.7
909252110,171186.2
907290090,203259.5
923202025,183128.9
534403360,154637.1
527454120,133942.6
907250020,234156.6
907414060,186023.8
909250200,140033.8
923251160,125771.8
527182190,219117.7
528363130,362341.9
535452140,111468.2
527216050,481160.0
904100140,232264.9
916125360,229568.8
528250010,171902.1
534276070,139720.6
527357110,136643.0
528441090,484729.9
531380080,237897.7
904101170,120811.0
527404150,109575.8
903231220,91715.3
527161010,179105.5
528385050,253753.0
907181090,197221.6
532376160,131990.6
903236130,176491.2
534425310,147532.5
905450020,154180.4
535450210,139081.3
533206070,231458.7
533223110,147900.2
903232090,152480.1
902427040,108472.8
534151090,200721.3
527359030,160708.2
906225180,199376.4
527107010,185853.3
905200220,128424.8
906340130,330723.6
903233050,130992.8
907253060,229565.0
532378220,123999.4
909428170,264756.9
907275030,225558.4
905452140,145258.1
905378040,136947.3
905200260,158097.4
528186030,278596.8
533242080,191612.0
907412070,201898.2
535300120,177630.5
528240020,193457.1
908127120,117304.3
902106120,87179.7
907270040,272381.7
528275160,264005.9
907420110,169616.2
902111010,96674.0
528240080,235505.0
535401140,142642.4
528228290,196774.1
527454130,141057.2
527455080,146202.4
528427040,198819.9
916460070,183483.5
908275220,119938.6
533352150,151449.8
528458180,218950.3
902305080,131202.1
907200250,149644.5
907135180,124821.3
907200110,125999.7
903454020,78176.1
905108090,160971.4
907202010,152896.2
907262050,220765.7
911370490,304901.7
527365030,236174.4
527110080,177109.1
534431030,132053.5
531452010,128324.3
528439010,229986.3
527212050,346366.6
904100100,213730.7
914467040,246649.1
923276250,126021.9
535457040,131880.8
527356060,166472.5
535378020,104811.2
531451030,194403.0
907275090,222892.5
907192040,222012.3
528458150,308784.3
535301170,151933.4
535402330,209493.8
534403040,167434.6
535383070,145724.3
909254050,190982.0
908102160,127172.9
528106040,421584.3
535456100,111833.1
528110100,421379.5
906202040,182833.0
905226050,163750.5
923225300,91950.1
907285020,228858.8
906223040,224603.2
535327210,149754.1
